Sector;Subsector;Emissieoorzaak;Emissieoorzaak_code;Nic;Bedrijf;Straat;Huisnummer;Toevoeging;Postcode;Woonplaats;Xcoord;Ycoord;Sbi_code;Sbi_naam;Herkomst_code;Herkomst;Dataset;Jaar;Emissie;Eenheid
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220252;RWZI Hattem;Hilsdijk;70;;8051KE;Hattem;199400;499900;37000;Afvalwaterinzameling en -behandeling;24;WVO-info  (1990-2006);ER Reeks 1990-2020 Definitief;1990;367,9384977;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220252;RWZI Hattem;Hilsdijk;70;;8051KE;Hattem;199400;499900;37000;Afvalwaterinzameling en -behandeling;12;Geschat door CBS (RWZI);ER Reeks 1990-2020 Definitief;2015;2,2532;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220252;RWZI Hattem;Hilsdijk;70;;8051KE;Hattem;199400;499900;37000;Afvalwaterinzameling en -behandeling;24;WVO-info  (1990-2006);ER Reeks 1990-2020 Definitief;1995;731,4910798;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220252;RWZI Hattem;Hilsdijk;70;;8051KE;Hattem;199400;499900;37000;Afvalwaterinzameling en -behandeling;12;Geschat door CBS (RWZI);ER Reeks 1990-2020 Definitief;2019;2,4774;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220252;RWZI Hattem;Hilsdijk;70;;8051KE;Hattem;199400;499900;37000;Afvalwaterinzameling en -behandeling;24;WVO-info  (1990-2006);ER Reeks 1990-2020 Definitief;2000;538,3688852;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220252;RWZI Hattem;Hilsdijk;70;;8051KE;Hattem;199400;499900;37000;Afvalwaterinzameling en -behandeling;12;Geschat door CBS (RWZI);ER Reeks 1990-2020 Definitief;2005;19,2;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220252;RWZI Hattem;Hilsdijk;70;;8051KE;Hattem;199400;499900;37000;Afvalwaterinzameling en -behandeling;12;Geschat door CBS (RWZI);ER Reeks 1990-2020 Definitief;2020;2,8005;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220252;RWZI Hattem;Hilsdijk;70;;8051KE;Hattem;199400;499900;37000;Afvalwaterinzameling en -behandeling;12;Geschat door CBS (RWZI);ER Reeks 1990-2020 Definitief;2010;3,0937;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220259;Slibontwateringsinstallatie / RWZI Heerenveen;Wetterwille;4;a;8447GC;Heerenveen;189070;553727;37000;Afvalwaterinzameling en -behandeling;24;WVO-info  (1990-2006);ER Reeks 1990-2020 Definitief;1995;5,5;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220259;Slibontwateringsinstallatie / RWZI Heerenveen;Wetterwille;4;a;8447GC;Heerenveen;189070;553727;37000;Afvalwaterinzameling en -behandeling;12;Geschat door CBS (RWZI);ER Reeks 1990-2020 Definitief;2010;1,4455;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220259;Slibontwateringsinstallatie / RWZI Heerenveen;Wetterwille;4;a;8447GC;Heerenveen;189070;553727;37000;Afvalwaterinzameling en -behandeling;12;Geschat door CBS (RWZI);ER Reeks 1990-2020 Definitief;2019;1,1886;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220259;Slibontwateringsinstallatie / RWZI Heerenveen;Wetterwille;4;a;8447GC;Heerenveen;189070;553727;37000;Afvalwaterinzameling en -behandeling;12;Geschat door CBS (RWZI);ER Reeks 1990-2020 Definitief;2005;2,7;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220259;Slibontwateringsinstallatie / RWZI Heerenveen;Wetterwille;4;a;8447GC;Heerenveen;189070;553727;37000;Afvalwaterinzameling en -behandeling;24;WVO-info  (1990-2006);ER Reeks 1990-2020 Definitief;1990;5,5;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220259;Slibontwateringsinstallatie / RWZI Heerenveen;Wetterwille;4;a;8447GC;Heerenveen;189070;553727;37000;Afvalwaterinzameling en -behandeling;12;Geschat door CBS (RWZI);ER Reeks 1990-2020 Definitief;2015;1,63;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220259;Slibontwateringsinstallatie / RWZI Heerenveen;Wetterwille;4;a;8447GC;Heerenveen;189070;553727;37000;Afvalwaterinzameling en -behandeling;24;WVO-info  (1990-2006);ER Reeks 1990-2020 Definitief;2000;2,1;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220259;Slibontwateringsinstallatie / RWZI Heerenveen;Wetterwille;4;a;8447GC;Heerenveen;189070;553727;37000;Afvalwaterinzameling en -behandeling;12;Geschat door CBS (RWZI);ER Reeks 1990-2020 Definitief;2020;1,0222;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220281;RWZI Joure;Tramwei;2;;8512AT;Broek;180175;554015;37000;Afvalwaterinzameling en -behandeling;12;Geschat door CBS (RWZI);ER Reeks 1990-2020 Definitief;2005;2,1;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220281;RWZI Joure;Tramwei;2;;8512AT;Broek;180175;554015;37000;Afvalwaterinzameling en -behandeling;12;Geschat door CBS (RWZI);ER Reeks 1990-2020 Definitief;2010;3,6305;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220281;RWZI Joure;Tramwei;2;;8512AT;Broek;180175;554015;37000;Afvalwaterinzameling en -behandeling;24;WVO-info  (1990-2006);ER Reeks 1990-2020 Definitief;2000;3,9;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220281;RWZI Joure;Tramwei;2;;8512AT;Broek;180175;554015;37000;Afvalwaterinzameling en -behandeling;24;WVO-info  (1990-2006);ER Reeks 1990-2020 Definitief;1990;6,9;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220286;RWZI Katwijk;Lageweg;47;;2222AG;Katwijk Aan Zee;90260;468690;37000;Afvalwaterinzameling en -behandeling;24;WVO-info  (1990-2006);ER Reeks 1990-2020 Definitief;1990;69,7;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220286;RWZI Katwijk;Lageweg;47;;2222AG;Katwijk Aan Zee;90260;468690;37000;Afvalwaterinzameling en -behandeling;24;WVO-info  (1990-2006);ER Reeks 1990-2020 Definitief;1995;50,5;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220286;RWZI Katwijk;Lageweg;47;;2222AG;Katwijk Aan Zee;90260;468690;37000;Afvalwaterinzameling en -behandeling;12;Geschat door CBS (RWZI);ER Reeks 1990-2020 Definitief;2019;13,2986;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220286;RWZI Katwijk;Lageweg;47;;2222AG;Katwijk Aan Zee;90260;468690;37000;Afvalwaterinzameling en -behandeling;12;Geschat door CBS (RWZI);ER Reeks 1990-2020 Definitief;2005;10,9;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220286;RWZI Katwijk;Lageweg;47;;2222AG;Katwijk Aan Zee;90260;468690;37000;Afvalwaterinzameling en -behandeling;12;Geschat door CBS (RWZI);ER Reeks 1990-2020 Definitief;2015;14,201;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220286;RWZI Katwijk;Lageweg;47;;2222AG;Katwijk Aan Zee;90260;468690;37000;Afvalwaterinzameling en -behandeling;12;Geschat door CBS (RWZI);ER Reeks 1990-2020 Definitief;2020;11,4569;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220286;RWZI Katwijk;Lageweg;47;;2222AG;Katwijk Aan Zee;90260;468690;37000;Afvalwaterinzameling en -behandeling;12;Geschat door CBS (RWZI);ER Reeks 1990-2020 Definitief;2010;11,9736;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220286;RWZI Katwijk;Lageweg;47;;2222AG;Katwijk Aan Zee;90260;468690;37000;Afvalwaterinzameling en -behandeling;24;WVO-info  (1990-2006);ER Reeks 1990-2020 Definitief;2000;10,7;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220292;RWZI De Groote Zaag;Zaag;8;;2931LD;Krimpen aan de Lek;100600;434600;37000;Afvalwaterinzameling en -behandeling;12;Geschat door CBS (RWZI);ER Reeks 1990-2020 Definitief;2019;1,4037;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220292;RWZI De Groote Zaag;Zaag;8;;2931LD;Krimpen aan de Lek;100600;434600;37000;Afvalwaterinzameling en -behandeling;12;Geschat door CBS (RWZI);ER Reeks 1990-2020 Definitief;2010;4,2502;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220292;RWZI De Groote Zaag;Zaag;8;;2931LD;Krimpen aan de Lek;100600;434600;37000;Afvalwaterinzameling en -behandeling;12;Geschat door CBS (RWZI);ER Reeks 1990-2020 Definitief;2020;2,7211;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220292;RWZI De Groote Zaag;Zaag;8;;2931LD;Krimpen aan de Lek;100600;434600;37000;Afvalwaterinzameling en -behandeling;24;WVO-info  (1990-2006);ER Reeks 1990-2020 Definitief;1990;16,3;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220292;RWZI De Groote Zaag;Zaag;8;;2931LD;Krimpen aan de Lek;100600;434600;37000;Afvalwaterinzameling en -behandeling;12;Geschat door CBS (RWZI);ER Reeks 1990-2020 Definitief;2005;3;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220292;RWZI De Groote Zaag;Zaag;8;;2931LD;Krimpen aan de Lek;100600;434600;37000;Afvalwaterinzameling en -behandeling;12;Geschat door CBS (RWZI);ER Reeks 1990-2020 Definitief;2015;1,0758;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220299;RWZI Leiden Zuid-West;Voorschoterweg;16;;2324AB;Leiden;92483;461314;37000;Afvalwaterinzameling en -behandeling;24;WVO-info  (1990-2006);ER Reeks 1990-2020 Definitief;2000;72,3;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220299;RWZI Leiden Zuid-West;Voorschoterweg;16;;2324AB;Leiden;92483;461314;37000;Afvalwaterinzameling en -behandeling;24;WVO-info  (1990-2006);ER Reeks 1990-2020 Definitief;1995;1226,349139;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220299;RWZI Leiden Zuid-West;Voorschoterweg;16;;2324AB;Leiden;92483;461314;37000;Afvalwaterinzameling en -behandeling;12;Geschat door CBS (RWZI);ER Reeks 1990-2020 Definitief;2019;2926,5536;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220299;RWZI Leiden Zuid-West;Voorschoterweg;16;;2324AB;Leiden;92483;461314;37000;Afvalwaterinzameling en -behandeling;12;Geschat door CBS (RWZI);ER Reeks 1990-2020 Definitief;2020;2396,4916;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220299;RWZI Leiden Zuid-West;Voorschoterweg;16;;2324AB;Leiden;92483;461314;37000;Afvalwaterinzameling en -behandeling;12;Geschat door CBS (RWZI);ER Reeks 1990-2020 Definitief;2010;2168,437412;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220299;RWZI Leiden Zuid-West;Voorschoterweg;16;;2324AB;Leiden;92483;461314;37000;Afvalwaterinzameling en -behandeling;12;Geschat door CBS (RWZI);ER Reeks 1990-2020 Definitief;2005;1899,966556;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220299;RWZI Leiden Zuid-West;Voorschoterweg;16;;2324AB;Leiden;92483;461314;37000;Afvalwaterinzameling en -behandeling;24;WVO-info  (1990-2006);ER Reeks 1990-2020 Definitief;1990;2321,33615;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220299;RWZI Leiden Zuid-West;Voorschoterweg;16;;2324AB;Leiden;92483;461314;37000;Afvalwaterinzameling en -behandeling;12;Geschat door CBS (RWZI);ER Reeks 1990-2020 Definitief;2015;568,817;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220308;RWZI Losser;Ravenhorsterweg;12;;7581PB;Losser;266000;476000;37000;Afvalwaterinzameling en -behandeling;12;Geschat door CBS (RWZI);ER Reeks 1990-2020 Definitief;2015;0,8899;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220308;RWZI Losser;Ravenhorsterweg;12;;7581PB;Losser;266000;476000;37000;Afvalwaterinzameling en -behandeling;12;Geschat door CBS (RWZI);ER Reeks 1990-2020 Definitief;2019;1,0089;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220308;RWZI Losser;Ravenhorsterweg;12;;7581PB;Losser;266000;476000;37000;Afvalwaterinzameling en -behandeling;12;Geschat door CBS (RWZI);ER Reeks 1990-2020 Definitief;2020;1,1308;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220308;RWZI Losser;Ravenhorsterweg;12;;7581PB;Losser;266000;476000;37000;Afvalwaterinzameling en -behandeling;24;WVO-info  (1990-2006);ER Reeks 1990-2020 Definitief;1990;5,1;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220308;RWZI Losser;Ravenhorsterweg;12;;7581PB;Losser;266000;476000;37000;Afvalwaterinzameling en -behandeling;12;Geschat door CBS (RWZI);ER Reeks 1990-2020 Definitief;2005;2;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220308;RWZI Losser;Ravenhorsterweg;12;;7581PB;Losser;266000;476000;37000;Afvalwaterinzameling en -behandeling;24;WVO-info  (1990-2006);ER Reeks 1990-2020 Definitief;1995;5,1;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220308;RWZI Losser;Ravenhorsterweg;12;;7581PB;Losser;266000;476000;37000;Afvalwaterinzameling en -behandeling;24;WVO-info  (1990-2006);ER Reeks 1990-2020 Definitief;2000;2,5;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220308;RWZI Losser;Ravenhorsterweg;12;;7581PB;Losser;266000;476000;37000;Afvalwaterinzameling en -behandeling;12;Geschat door CBS (RWZI);ER Reeks 1990-2020 Definitief;2010;2,1042;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220335;RWZI Noordwijkerhout;Schippersvaartweg;64;;2211TL;Noordwijkerhout;95300;474500;37000;Afvalwaterinzameling en -behandeling;24;WVO-info  (1990-2006);ER Reeks 1990-2020 Definitief;1990;273,7245696;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220335;RWZI Noordwijkerhout;Schippersvaartweg;64;;2211TL;Noordwijkerhout;95300;474500;37000;Afvalwaterinzameling en -behandeling;24;WVO-info  (1990-2006);ER Reeks 1990-2020 Definitief;1995;316,0383412;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220335;RWZI Noordwijkerhout;Schippersvaartweg;64;;2211TL;Noordwijkerhout;95300;474500;37000;Afvalwaterinzameling en -behandeling;24;WVO-info  (1990-2006);ER Reeks 1990-2020 Definitief;2000;8,5;kg
Riolering en waterzuiveringsinstallaties;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;SBI 37: Afvalwaterinzameling en -behandeling;E400109;220335;RWZI Noordwijkerhout;Schippersvaartweg;64;;2211TL;Noordwijkerhout;95300;474500;37000;Afvalwaterinzameling en -behandeling;12;Geschat door CBS (RWZI);ER Reeks 1990-2020 Definitief;2010;1,2882;kg
